Date,News 1,News 2,News 3,News 4,News 5,News 6,News 7,News 8,News 9,News 10
2026-04-09,The ruling was a setback for the artificial intelligence start-up in its battle with the Defense Department over the use of A.I. in warfare.,Vessels are wary of passing the coast of Iran in the strait given the fragile agreement and the number of ships traveling through it has even dropped.,Investors were in a more sober mood after sharp moves on the previous day.,The ascent of ube has little to do with the purple yam’s taste or Filipino origins. It’s the color flavor experts say.,Most stock investors have lost money during the Iran war but returns have been splendid for the year since the “Liberation Day” tariff announcement.,In just 69 minutes Iran took advantage of a global network of accounts and media channels to spread its narrative around the world.,An energy shock stemming from the fighting has added a layer of complexity to the Federal Reserve’s decision-making around interest rates.,Questions about how freely ships can pass through the waterway have pushed up oil prices and weighed on stocks.,Retailers are going bankrupt and liquidating as record-low housing turnover leaves fewer customers looking to furnish homes.,The German carmaker is the latest to scale back plans for electric vehicles in favor of gasoline models.
2026-04-10,The S&P 500 rose 3.6 percent its biggest weekly gain since last year. Investors are bracing for developments in peace talks between the United States and Iran set for the weekend.,Three and a half years of deflationary pressure on Chinese factories reversed course last month as higher energy prices cycled into the economy.,Airlines used to give away most of their nicest seats but they have increasingly found ways to persuade people to pay a lot for them.,Higher fuel costs are raising food and travel prices while a shaky stock market tamps down free spenders.,States and small businesses challenged the 10 percent tax on many imports that President Trump imposed after the Supreme Court struck down a previous slate of tariffs.,Soaring energy costs led to the biggest monthly increase in the Consumer Price Index since the peak of the post-pandemic inflation crisis in June 2022.,Investors are betting that the European Central Bank and the Bank of England will raise interest rates this year.,Delta Air Lines Amazon the United States Postal Service and others have said they are raising prices amid higher energy costs connected to the war in Iran.,The cost at the pump made its biggest monthly percentage increase in decades amid lingering tensions over the war in Iran.,The Treasury secretary and the Fed chairman reportedly summoned banking leaders to discuss the potential systemic risks of Anthropic’s new model.
2026-04-11,Europe is finding itself on the outs with Russia China and the U.S. in what’s amounting to its very own “Mean Girls” moment.,The British company Caterham is making a push into the American market with the lone car in its catalog the Seven based on the original Lotus Seven.,When the world feels uncertain spend the season of renewal taking charge of what you can control: your budget.,Students say they trust their peers’ advice more than financial advisers’ a new survey found. But experts say students need to do their own research.,A proposed federal rule aims to clear the way for retirement savings plans to include alternative assets. But it may not be enough to protect employers from lawsuits.,The Defense Department wants to keep in place a policy requiring escorts for journalists in the building while it appeals a court decision that tossed out broader restrictions on the media.,Photographs of the reporter Dianna Russini and Mike Vrabel of the New England Patriots appeared in The New York Post.,As half of an unfathomably powerful couple Mrs. Sánchez Bezos seems to have influenced the uber-rich to stop apologizing and start enjoying themselves.,,
2026-04-12,China the U.S. Russia and others have ramped up their contest over artificial-intelligence-backed weapons and military systems. The buildup has been compared to the dawn of the nuclear weapons age.,The fitness company has fallen to a small fraction of its value at its pandemic peak but Peter Stern says Peloton is headed in the right direction.,A new estimate puts the cost of dealing with robocalls hidden fees and customer service chatbots that can’t solve most problems at $165 billion.,Oil prices surged as markets reopened following news that U.S. peace talks with Iran had ended without a deal.,A verified account with the @elonmusk handle also recently showed up on Instagram as the billionaire prepares to take his rocket company SpaceX public.,,,,,
2026-04-13,A cluster of Chinese firms is poised to win big from the energy crisis set off by the war in the Middle East building on booming investment in artificial intelligence.,As the nation contended with high inflation high unemployment and unrest before the war it became more than just an oil exporter.,Nameless no more writers for The Economist are mixing it up on video from its studio in London.,The fast-food giant will add fruit-flavored drinks to its menus next month as chains like Dunkin’ and Starbucks sell more cold drinks than hot ones.,President Trump’s plan to bar ships from entering or leaving Iranian ports has put markets on edge and added to global economic uncertainty.,It will be a tricky earnings season as the investment banking giant became the first to show on Monday.,The letter warns that the deal will result in fewer jobs for creatives along with higher costs and less choice for audiences.,The judge said President Trump had not “plausibly alleged” that The Journal published the article with actual malice.,A sanctions waiver aimed at keeping global oil prices down had allowed Moscow to sell oil currently at sea.,The United States said it has started to block vessels doing business with Iran from the strait. Details on how that would work are unclear.
2026-04-14,The authorities said a 20-year-old Texas man charged with throwing a homemade bomb at the gate of Sam Altman’s home had written at length about the threat of A.I.,Ted Sarandos attended a major movie theater conference for the first time and met with domestic and international owners people familiar with the meetings said.,Multinationals in China are concerned that the regulations could allow authorities to penalize companies and executives for shifting supply chains away from the country.,The state known for making cars is spending millions to entice drone manufacturers that can bring new business to auto suppliers.,Oil markets shrugged it off but the effort to hurt Iran could provoke retaliation that inflicts more damage on energy assets and the global economy.,Investors saw a possible path to peace with the United States and Iran trading proposals for Iran to suspend nuclear activity.,The S&P 500 has recouped all its losses since the Middle East war started on Feb. 28 as a bullish “vibe shift” takes hold among some investors.,The conflict could also fuel another bout of inflation according to the International Monetary Fund.,Kevin M. Warsh vowed to divest a substantial amount of his more than $100 million in assets as he faces a complicated path to becoming the next chair of the Federal Reserve.,The nation’s largest bank said it earned record trading profits in the first quarter but tempered expectations overall for its business.
2026-04-15,The country’s creaking electricity grid is lagging behind its push for renewable sources — just as its growing economy hungers for oil stranded by war.,New tools tailored for use in senior living communities allow for shared experiences and social bonding.,The war in Iran has auto shoppers sizing up electrics. Many strong cars are on the market and there are bargains to be had when buying used.,Recipe apps and artificial intelligence can give you a boost but free tools already on your device can also assist with meal planning and preparation.,With supply chains at risk the aid to Southeast Asian nations is aimed at securing the availability of oil-based products including medical equipment.,While last year’s tax law has raised the average I.R.S. refund the boost is less than the White House expected — and may not have much impact on voters.,The new threat against the Fed chair comes ahead of a Senate confirmation hearing for Kevin Warsh President Trump’s pick to lead the central bank.,Although Jerome H. Powell’s term as Fed chair officially ends on May 15 he can stay on as a governor until 2028 and said he would not leave until a criminal investigation was over.,Higher inflation is leading companies to raise prices without sacrificing margins.,A.I. has always been compared to human intelligence but that may not be the right way to think about it. What it does well can help predict what jobs it may replace.
2026-04-16,A steep slide in housing prices has left consumers less prosperous and less willing to spend but the government is pouring money into new rail lines and other projects.,Oil prices stabilized and stocks rose on optimism that diplomatic talks could yield a permanent peace deal.,Nationwide hospitals and other providers are leaving private Medicare Advantage plans putting thousands of seniors at risk of higher costs and of losing trusted doctors.,If tankers do not soon begin crossing the Strait of Hormuz airlines in Europe may not have enough jet fuel to operate all of their flights.,Putting a stop to Iranian shipping will further add to Iran’s economic pain analysts said but it might not be enough to force concessions or lessen the global energy crunch.,The upstart golf circuit couldn’t conquer the sport despite big spending by Saudi Arabia. Its end signals limits to how much the country will spend.,Kevin M. Warsh is scheduled to testify on Tuesday despite an ongoing criminal investigation into the chair of the Federal Reserve that stands in the way of a smooth transition.,Executives at the food and drink giant announced a rise in sales of drinks and snacks but warned that “inflation will come.”,The publishing giant is also closing the international editions of Glamour Magazine in Germany Spain and Mexico.,The donations from the philanthropist Connie Ballmer and an anonymous donor will support the network’s long-term strategy.
2026-04-17,Bench players and stars alike see fun and career possibilities behind the mic.,Federal agencies have requested access to Claude Mythos Preview which Anthropic says can rapidly identify — and potentially create — new cyberthreats.,The average bill rose 3 percent last year in part because of higher tax rates. There are ways to try to reduce what you owe experts say.,Statements from President Trump and Iran aimed to raise confidence in the safety of the waterway but shipping experts said risks remained.,A chart created by METR a nonprofit A.I. organization has become an industrywide obsession as it measures the rapid development of big A.I. systems.,But analysts said it was not clear how quickly the oil industry in the Persian Gulf would be able to get back to normal.,The S&P 500’s rise on Friday caps a striking three-week streak powered by investors’ optimism about the reopening of the Strait of Hormuz and strong corporate earnings.,The artificial-intelligence-generated fake influencers have surged on TikTok Instagram Facebook and YouTube in an apparent bid to hook conservative voters.,The Justice Department has not responded to the president’s suit which has created a conflict of interest for the government’s lawyers.,Gaining a reputation as the brilliant risk-taking “Indiana Jones” of his field he encouraged investors to take chances on Asia Africa Latin America and Eastern Europe.
2026-04-18,The judge said the two television companies could not combine operations while an antitrust lawsuit proceeded. Nexstar said its deal was already done.,For 42 years the XK was Jaguar’s secret weapon. It proved its worth on the racetrack and powered generations of cars. The company’s leap into electrics could take a similar path.,More Americans are taking hardship withdrawals from workplace retirement accounts prompted by rising costs — and looser rules.,Analysts said energy and shipping companies would be reluctant to fully restore operations until they were confident that hostilities were over.,Experts have different theories about what’s driving steep gains. But many agree the window for growth is shrinking.,Formerly known as Wasserman the agency that has changed its name to The Team put itself up for sale after its founder’s emails surfaced in the Epstein files.,,,,
2026-04-19,Advice on building a rewarding work life even amid employment gloom.,Americans have enjoyed lifestyles that would normally be out of reach to them by working remotely in countries with lower living costs.,High-end brands such as Louis Vuitton and Hermès are looking to other regions as sales in Persian Gulf nations plummet.,Plus if you’re feeling old and sidelined at work this is the fictional character to channel.,Traders hopeful on Friday that a peace deal was near were digesting the developments over the weekend.,,,,,
2026-04-20,Most chief executives are not recognizable to their customers. But when they step into the limelight the rewards — and the risks — can be great.,Fuel station owners take some of the hit for consumers when oil prices surge. On the way down they try to get their money back.,A president who relishes attacking the news media is set to break his boycott of an event celebrating the news media. (The first lady is attending too.) What could go wrong?,Oil prices are climbing and global stocks are falling as investors worry about the prospects for a speedy end to the war in the Middle East.,Mr. Patel accused the publication of defamation asking for $250 million in damages. A spokeswoman for The Atlantic called the suit “meritless.”,A new deal which would allow The Onion to use the Infowars name and website address must be approved by a Texas judge.,The state claimed the e-commerce giant pressured brands like Levi’s and Hanes to ask competing retailers to raise prices on certain products.,The longtime leader of the iPhone maker will be replaced by John Ternus the company’s head of hardware engineering.,The ride-hailing giant has now lost the first two of more than 3000 pending federal lawsuits.,Lori Chavez-DeRemer was facing multiple scandals and an internal inquiry into charges of misconduct.
2026-04-21,Investors assessed the growing uncertainty about the start of a second round of peace talks between the United States and Iran.,Most prisons forbid online access. But inmates are finding ways to ask chatbots questions anyway.,Kevin M. Warsh has enough support to become the next chair of the Federal Reserve but a criminal investigation into the central bank stands in his way.,John Ternus an Apple veteran who runs hardware engineering will take over an extraordinarily profitable company in need of new ideas.,If the Steve Jobs era was defined by technological innovation the Tim Cook period was one of exceptional financial growth.,The nation’s largest insurer’s profits exceeded analysts’ expectations but still fell short of showing a significant comeback.,Tim Cook’s replacement as chief executive John Ternus knows hardware engineering. Can he be a product visionary and a global diplomat?,Kevin Warsh’s nomination to lead the Federal Reserve could still be delayed by a Justice Department investigation into the current chair Jerome H. Powell.,As he rejected the idea of a merger of United Airlines and American Airlines President Trump said someone including possibly the federal government should buy or help Spirit.,A criminal inquiry into the Fed looms large over the Warsh hearing.
2026-04-22,The former congressman said it was an “appropriate time” for a leadership change at Truth Social’s parent company whose share price has floundered.,In separate clinical trials two treatments showed promise that they could help patients with one of the most dire diagnoses in oncology.,The budding field is turning dreams into reality for older adults who are eager to age in place filling caregiving gaps and easing minds as America ages rapidly.,As SpaceX prepares to go public Mr. Musk has proposed moonshots that differ from the company’s original aim of reaching Mars.,As wealthy nations scramble to secure stocks of oil the result is higher prices for all and shortages in vulnerable countries.,Oil prices stablized as investors scrambled to make sense of President Trump’s decision to extend the cease-fire with Iran,Global jet fuel prices have jumped more than 70 percent since the start of the war pressuring airlines in Europe the largest consumers of jet fuel shipped through the Strait of Hormuz.,Elon Musk’s rocket and satellite internet titan may pay $60 billion for an A.I. coding start-up. It further clouds SpaceX’s once-simple business plan.,Kevin M. Warsh at his confirmation hearing to lead the Federal Reserve sought to dispel concerns that he would cut interest rates to please President Trump.,Artificial intelligence tools are making it faster than ever to reproduce creative work. Does copyright even matter anymore?
2026-04-23,Investors wrestled with uncertainty about the cease-fire between the United States and Iran.,A test verified by The New York Times found that clothes for some of the viral dolls contained cotton from the Xinjiang region of China which is banned in the United States.,A new generation of Indonesian consumers view Chinese brands as high-tech and of good quality a departure from the days when “made in China” was associated with cheap goods.,The war in Iran has disrupted supplies of diesel used to power trucks and heavy equipment much more than gasoline which is primarily used in passenger cars.,Alternative investments could appear on some 401(k) menus in the year ahead. Here’s what that means for investors.,Elon Musk’s electric vehicle company said that it needs to spend big on artificial intelligence and robots. Wall Street is worried about the bill.,The vote brings the tech scion David Ellison one step closer to uniting some of the world’s biggest news and entertainment properties.,A jury trial that is set to start on Monday could shift the course of the A.I. race with Mr. Musk seeking billions of dollars in damages from Mr. Altman’s OpenAI.,An obscure federal rule requires manufactured homes to be built on a chassis making them more costly. A bill in Congress would remove the mandate enacted five decades ago.,The maker of ChatGPT is taking a more open approach to cybersecurity than its chief rival Anthropic.
2026-04-24,The newspaper’s ombudsman Jacqueline Smith said she had been given no reason for her dismissal.,China’s bid to build a renminbi-based financial system beyond the U.S. dollar’s reach is gaining traction as a way to sidestep sanctions.,Chinese companies have embraced making their most advanced artificial intelligence models available to all.,The rocket maker has been a useful financial tool for Mr. Musk providing the billionaire with loans and aiding his struggling companies a Times examination found.,Mr. Altman who has faced criticism over OpenAI’s direction has culled company projects and is trying to be more disciplined with strategy.,Cohere is acquiring Aleph Alpha in a deal aimed at customers uneasy about the dominance of American companies in artificial intelligence.,The growing expense of keeping up in the artificial intelligence race is driving technology companies young and old to cut costs.,The U.S. stock market’s quick rebound this month may be fragile but riding out the market’s disconcerting waves has been a sound strategy.,A few carriers are making a lot of money while many are struggling. President Trump and industry executives seem to think mergers may be the answer.,The decision to end the inquiry into Jerome H. Powell’s handling of the Federal Reserve’s renovation could allow Kevin M. Warsh the president’s pick for Fed chair to be confirmed.
2026-04-25,A deal which was described by two people familiar with the discussions would unite two major providers of traditional and satellite radio.,The company finds itself at a critical juncture that others have botched: How does it stay a brand for serious athletes while keeping up its breakneck growth?,The leases on hundreds of thousands of battery-powered cars and trucks will end in the next three years and many will end up on used-car lots.,Fidelity Investments notified a customer that her phone number and email address had been removed from her profile. When she logged in her accounts and savings were nowhere to be found.,The country’s propaganda apparatus has harnessed artificial intelligence tools to reach a global online audience primed for irony irreverence and trolling.,The industry’s murky supply chain has long attracted scammers and con artists. In the words of one expert “Wine and fraud go hand in hand.”,Even a Times reporter qualified for the event which caused outrage last year for providing access to President Trump in exchange for investment in one of his family’s crypto ventures.,Lionsgate said on Sunday that the Michael Jackson biopic would collect roughly $217 million over its first few days in theaters.,,
2026-04-26,A sense of danger spread like a wave among high-profile politicians and journalists as an emergency unfolded at the White House Correspondents’ Association dinner.,One way for a company to stand out — or to intimidate the competition — is to boast often without evidence about how much power it has access to.,Chevy Humphrey explains why the scientific method matters in business.,High mortgage payments higher child care costs and economic uncertainty are making some people rethink their plans on starting a family.,Dwarkesh Patel was a bored college sophomore looking for intellectual stimulation. Now he commands interviews with Jensen Huang and Mark Zuckerberg and holds his own with deeply nerdy A.I. researchers.,With oil prices in mind the Trump administration has deployed a haphazard approach to sanctions on Russia and Iran.,Senator Thom Tillis said he had received assurances from federal prosecutors that eased his concerns setting the stage for a key committee vote on Kevin Warsh.,Influencers jumped to fill the information void with conspiracy theories about the attack at the White House Correspondents’ dinner on Saturday.,Oil prices rose and stocks fell after President Trump called off a trip to Pakistan by two U.S. negotiators for peace talks with Iran.,
2026-04-27,Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices seizing on interest in electric vehicles prompted by the war in Iran.,The ability to stay calm and lead through any kind of shock is the new normal for corporate executives.,The multiyear deal with Ms. Winfrey signifies the tech giant’s growing ambitions in video podcasts.,In just eight weeks much of the global economy has been knocked sideways. America has mostly been spared from the tumult.,The impact of the ruling was not immediately clear but it could send a chilling signal to Chinese tech founders seeking to team up with foreign companies.,China’s strategic reserves of oil and natural gas have insulated it somewhat but its manufacturing-based economy is beginning to falter.,Elon Musk is seeking more than $150 billion in damages and a complete shake-up of OpenAI. The outcome could have big consequences for the artificial intelligence industry.,United’s chief acknowledged for the first time that he had broached the idea of a merger with American which was unwilling to consider it.,Microsoft OpenAI’s biggest financial partner will continue to license the start-up’s technology but will no longer be its exclusive licensee.,Oakland Calif. where Elon Musk’s trial against OpenAI and its chief executive Sam Altman starts on Monday is not exactly known as a hub of the tech industry.
2026-04-28,The jump on Tuesday of 1.6 percent was the highest percentage increase in more than a month.,Mr. Musk’s lawsuit against Mr. Altman and OpenAI makes the case that all-encompassing greed is Silicon Valley’s defining feature.,Even the largest global supplier of liquefied natural gas can’t make up for the shortfall since the war in Iran cut off an important source.,Young people aiming to build careers are entering fields they had not considered to find their footing.,His late-night show ends next month after 11 seasons. He has lots of feelings.,The Federal Reserve is expected to hold interest rates steady this week as Jerome H. Powell presides over what is likely to be his last meeting as chair.,The artificial intelligence giant has reportedly fallen behind on its own user and revenue targets raising questions about its data center and I.P.O. plans,Here’s the contentious history behind OpenAI.,Here’s the latest.,Oakland which is playing host to the trial is not exactly known as a tech hub.
2026-04-29,European Union regulators said the company did not have effective controls to check a user’s self-declared date of birth in violation of an online safety law.,From Salt Lake City to New York City parents are demanding more sway over the digital tools that schools give children.,Jerome H. Powell on Wednesday announced he would stay on as a governor at the central bank as internal divisions sharpen about the policy path forward.,Google and Meta are enjoying a digital ad boom as artificial intelligence automates marketing and drives record sales.,The exit of the United Arab Emirates is the most significant in a series of departures from the oil cartel in recent years.,Josh D’Amaro who took the helm in February will have to lead Disney through surprising new scrutiny from the president.,Crude oil prices hit a fresh high since the start of the war in Iran as energy supplies from the Middle East remain disrupted.,The Federal Communications Commission is clashing again with the media giant. It’s another warning about the costs of angering President Trump.,Both entities cited the Justice Department investigation into the civil rights organization in messages to its charitable account holders.,What’s happening at the Federal Reserve today.
2026-04-30,The Bank of England and European Central Bank held interest rates steady on Thursday as officials search for signs of possible longer-term damage and warn of the impact of a prolonged energy shock.,Strong earnings and economic data buck fears that prolonged disruption to Middle East fuel supplies will eventually dent economic growth.,Counting minutes is a poor way to curb phone habits. Real antidotes experts say include mindful parenting curated content and human connection.,Rich Americans are writing off taxes they owed before they moved to Puerto Rico the Senate Finance Committee says.,Casa a company founded by former Uber executives says it uses artificial intelligence and a stable of handymen to take care of members’ homes.,Traders now think the Federal Reserve will keep steady interest rates or perhaps even increase them amid succession intrigue at the central bank.,Gross domestic product expanded at a 2 percent annual rate in the first three months of the year a period including first weeks of conflict in the Middle East.,Jerome H. Powell will remain a governor at the Federal Reserve after his term as chair ends in a bid to guard against a further incursion by the Trump administration on the central bank’s independence.,Here’s the latest.,Musk says he ‘was a fool’ to provide OpenAI’s early funding.
2026-05-01,As risk has escalated central banks have bought more gold to stash in reserve. A widening Middle East war could add to the urgency.,As central banks buy more gold where to put all that heavy metal is an increasingly important question. Reserves must be secure and ready to trade in a crisis.,European nations imposed temporary taxes in the 2022 energy shock when Russia invaded Ukraine but whether they can effectively help households is up for debate.,Bill McGlashan served time for trying to buy his son’s way into college during the Varsity Blues scandal. He hopes his new venture will restore his name — and save the planet.,The very first E.V. was born in the 1830s. By the 1900s electric carriages were dodging horse droppings in Manhattan streets.,Even before the rocket company holds a major initial public offering many people own stock in it through so-called special purpose vehicles.,Americans can’t afford the higher health insurance premiums that resulted from Republicans’ refusal to extend federal tax credits.,Locals say rising ticket prices and a late start time for the Oaks race on Friday are hurting residents and restaurants. “The only thing I see is greed” one steakhouse owner said.,Inflationary surges and economic slowdowns set off by the war in Iran tariffs and other Trump policies have forced monetary officials to adjust our columnist says.,Journalists at newspapers like The Miami Herald and The Sacramento Bee are refusing to let the chain use their names on summarized articles generated by a new A.I. tool.
2026-05-02,High fuel costs are imperiling the Japanese sento a long-declining industry that remains a vital social lifeline for the country’s isolated elderly.,Spirit once upended the industry by offering very low fares but was in its second bankruptcy in two years after years of struggle.,Generation X-ers and others shared stories of family crises and we asked experts how to think about living longer than you expect.,Plus: Is it insane to refuse a raise?,The administration’s decision to relax federal regulations on medical marijuana comes with big tax breaks for many cannabis companies and could drive new investment in the budding sector.,The budget carrier abruptly canceled flights early on Saturday leaving passengers to rush to make other plans. “Even if they go back into business never again” one traveler said.,,,,
2026-05-03,People in Costa Rica and other Latin American Asian and African countries are increasingly buying electric vehicles to avoid spiking fuel prices.,The charging network is spotty but it’s a small country.,Some yogurts and peanut butters could be considered ultraprocessed as scientists and MAHA supporters push for a strict definition.,The pioneering search engine shut down on May 1 after nearly 30 years in operation.,The announcement came days after the United Arab Emirates withdrew from the group. The higher output will have little effect on global supplies.,Even in its reduced state the company played an important role in forcing other airlines to keep fares low some experts said.,It was the biggest opening weekend for a traditional comedy in 11 years. One analyst called the debut “sensational.”,The Equal Employment Opportunity Commission recently referred a reverse-discrimination complaint by an employee to the agency’s legal unit for review.,Oil prices fell and futures on the S&P 500 rose slightly on Sunday as investors reacted to continued uncertainty about the war in Iran.,
2026-05-04,Having gotten into trouble for making jokes critical of the Chinese government the standup comic Chizi now lives in self-imposed exile. He’s finding that freedom imposes its own constraints.,In India Firozabad has depended on its glassmaking industry for centuries. Fuel prices are starting to shatter businesses already under pressure.,Chatham Park a master-planned community in Pittsboro N.C. is expected to expand the town to 60000 people when completed.,Analysts question the feasibility of this long-shot bid by the video game retailer to acquire the much larger online marketplace.,The technology giant met with administration officials last week to address a growing concern in Washington: insufficient computing power for artificial intelligence.,The U.S. vowed to help tankers navigate the perilous conditions that have kept them stranded in the Persian Gulf but it remained unclear if companies would try to get out.,A stalwart on defense spending Poland is training its citizens in civil defense while balancing their jobs and families.,Local governments are trying to create housing that is permanently affordable by investing directly in construction. They are rewriting how housing programs have traditionally operated.,The company she started in 1969 with her husband Don grew from a single store selling jeans and records to a $16 billion brand that remade the apparel industry.,Blackstone and Goldman Sachs are among the investors in the new firm which will help integrate Anthropic’s A.I. model Claude into their systems.
2026-05-05,An industrial policy of subsidies and import restrictions laid the foundations for China to become almost as dominant in wind turbines as in solar panels.,Oil prices fell giving back some of the gains from the previous day as attacks in the Middle East raised concerns about the war starting again.,An inheritance dispute over the former chairman’s estate has prompted a criminal complaint over how the dynastic chaebol family behind LG divides its assets.,Artificial intelligence has become a national security concern. That has federal officials rethinking how lightly it should regulate the technology.,Both exports and imports rose after the Supreme Court struck down many of the president’s highest levies in February.,Ford Motor has written off $20 billion in electric vehicle investments but says it is forging ahead with an electric pickup that will sell for $30000 next year.,As fears of A.I.-driven job losses mount economists warn that unemployment benefits and other programs to help displaced workers aren’t sufficient.,A U.S.-flagged ship operated by a Maersk subsidiary exited under American military guidance part of President Trump’s effort to encourage ships to pass the Strait of Hormuz.,Hannah Natanson’s reporting anchored a package of articles from The Washington Post that won a Pulitzer on Monday four months after agents seized her devices.,A deal for Vox Media which generates more than $80 million through podcasts alone would elevate Mr. Murdoch’s company Lupa Systems as a major player in U.S. media.
2026-05-06,An actress accused the director James Cameron of stealing her likeness for a digitally created blue-skinned warrior princess.,Guy Goma thought he was interviewing for an I.T. job when he found himself on air on the BBC. What came next was familiar to anyone who has been unprepared at work.,Oil prices fell and stocks rose after President Trump’s about-face to pause the U.S. operation to escort commercial ships through the Strait of Hormuz,A Bristol Myers Squibb plant that makes cancer drugs was the only manufacturer in the U.S. recognized for innovation by the World Economic Forum this year.,The company’s adjusted operating profit hit $117.9 million in the quarter up 27.2 percent from a year earlier on revenue of $712.2 million.,With his crisp breakdowns of President Trump’s trade moves and distinctive Aussie accent Mr. Wolfers has become a TV constant. Now he’s starting his own media company.,Trump administration officials are weighing a plan that would allow wealthy individuals to donate shares in their companies to the investment accounts.,Shipping taxes competition and environmental regulations all play a part in the cost of gasoline. That can lead to stark differences in pump prices.,As one of the most important figures in media history he oversaw a vast cable empire of news sports and entertainment channels.,Disney parks are closely watched as a bellwether for consumer confidence.
2026-05-07,The chief executive Dario Amodei said the rapid growth had exponentially increased the start-up’s need for more computing power.,The war in Iran has left China’s neighbors appealing for help handing Beijing the kind of sway it has long sought.,Bond investors are expected to scrutinize the results of critical local elections on Thursday as the war in the Middle East adds inflation pressure on the government.,Investors waited for news on the situation in the Middle East as the U.S. and Iran gave mixed signals on peace negotiations.,After a crush of promises in 2016 that autonomous cars would soon rule the road companies whose tech underpinned them have shifted to other industries like managing shipyards and city traffic.,Google’s A.I. search technology is far from perfect (don’t count on it for celebrity news) but it excels at tasks like picking out groceries and detecting scams.,A 35 percent rise in gas prices didn’t dampen demand at restaurants like McDonald’s Burger King and Taco Bell which reported increased sales.,The platform for betting on sports politics the weather and more has raised $1 billion and sees big financial firms as a key source of growth.,The popular prediction market platform has just raised a new funding round that values it at $22 billion double what it was worth in December.,The oil giant’s earnings in the first three months of the year were more than double the previous quarter’s and follow similarly strong results of European rivals.
2026-05-08,Already having faced an energy crisis five years ago more European consumers believe they are “one Trump-ignited war away” from crushing costs.,Investors weighed data on the American jobs market and conflicting signals about status of the conflict in the Persian Gulf.,People return to work for many reasons but the biggest is financial need. As costs remain high more retirees could be looking to re-enter the job market.,Employers added 115000 jobs and the unemployment rate remained at 4.3 percent despite higher energy prices and instability spurred by the war with Iran.,White House aides have sounded bullish on the jobs report even as warning signs mount amid the war with Iran.,April’s report showed employers added more jobs than expected supporting the central bank’s view that it can afford to hold interest rates steady.,Elon Musk’s court battle against OpenAI has laid bare tensions between the start-up's leaders and raised questions about the billionaire’s motivations.,A court ruling found that the I.R.S. shouldn’t have charged penalties and interest during the pandemic. But the government may appeal the decision.,As it adapts to the artificial intelligence era the company is pushing many of its 78000 workers to use the technology and preparing to lay some of them off.,The network’s argument made to the F.C.C. is the most aggressive posture taken yet by a television network toward the Trump administration.
2026-05-09,The country’s exports surged and its trade surplus with the United States widened ahead of President Trump’s scheduled visit next week to Beijing.,Older homeowners often can’t afford to maintain their houses or don’t understand the value in updating them. And that can mean thousands lost when they sell.,Taiwan one of the world’s biggest plastic users is facing supply disruptions caused by the war in Iran. The crunch is already trickling down into everyday life.,JetBlue Airways is adding flights at Spirit Airlines’ former home airport as it tries to turn a profit again.,The Trump administration’s focus on the show is testament to the enduring influence of an old-fashioned broadcast TV program started 29 years ago.,The president has reworked his tariffs repeatedly — sometimes because they have been declared illegal — with more updates still to come.,A trendy productivity hack A.I. note takers are capturing every joke and offhand comment in many meetings. They could also potentially waive attorney-client privilege.,,,
2026-05-10,Richard Dickson has drawn inspiration from the clothing retailer’s early days as he tries to regain its cultural cachet.,The beloved spread has become a metaphor for things that are less than delicious.,As prices increase for gas groceries and other staples more and more households are borrowing to get by.,A new tool on the university’s website tells you what the first year “will” cost if you get in.,Oil prices rose and stock futures ticked down as investors reacted after the two sides failed to agree on a U.S.-Iran peace deal.,,,,,
2026-05-11,Walmart Target and Dollar General are among those investing in remodeling thousands of existing stores even as shoppers take their dollars online.,Beijing is signaling that it is ready for a trade showdown and it is building up a legal arsenal in preparation.,The word puzzle published by The New York Times is the inspiration for a game show that will begin airing next year. Jimmy Fallon is a producer.,Estimates by researchers at Yale found that closing the carried interest loophole could lead to billions more in tax revenues than previously estimated.,Keir Starmer with thousands of jobs at stake vowed to take full control of British Steel a year after the government first intervened to keep its operations going.,The tech leaders with combined net worths exceeding $670 billion have brought props to court and traded icy stares as their legal dispute reaches a denouement.,As the government has been devising plans to keep the dollar dominant China has been making its own moves to increase global influence of the renminbi.,The effects of the war in Iran have raised mortgage rates and lowered consumer confidence making it even harder for house hunters.,Anticipating how the environmental movement would affect trash disposal in the United States he built a 12-truck garbage company into a coast-to-coast behemoth.,Jonah Peretti BuzzFeed’s co-founder 20 years ago will step down as chief executive and serve as its president of A.I.
2026-05-12,For decades many Chinese viewed the United States with a mix of admiration envy and resentment. President Trump’s volatile second term shattered that image.,Before this week’s U.S.-Chinese summit Beijing reached a milestone in its quest for technological self-sufficiency.,As companies look to build cash flow and loyalty everything from heated car seats to earthworm deliveries can become a recurring charge on your credit card.,The cases seek to use consumer product safety laws to rein in chatbot companies.,The cost to put food in cans remains high because manufacturers must still import steel from overseas. U.S. Steel plans to reopen a tin-plate factory.,President Trump has declared the cease-fire on “life support” and investors are taking a cautious approach as the economic effects of the war become more apparent.,As tech giants dominate the hardware needed to build artificial intelligence Amp hopes to create an alternative.,The company is trying to help streaming influencers who are increasingly being wooed by competitors like Netflix and TikTok.,The online marketplace called the cash-and-stock proposal “neither credible nor attractive.”,The technology giant’s chief executive faced a grilling in court over whether it exerted too much control over what was meant to be an A.I. nonprofit.
